Nombre del anuncio,Resultados,Alcance,Impresiones,Coste_resultados,Importe_gastado,Dias_transcurridos,Clasificacion_descripcion,Lugar_descripcion,Objetivo_descripcion,Red_Social_descripcion,Name
24031806CVAESPEGENERTEHU18-MAHYMTHRFB CC Tehuetlán Unidad Deportiva,3038,6192,6758,0.067916,206.33,6,Especiales,Tehuetlán,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-18-mar-2024-18-mar-2024.xlsx
24040103CVAESPEGENERHUAU18-MAHYMINTFB CR Huautla Unidad Deportiva V2,5302,8702,11196,0.044811,237.59,6,Especiales,Huautla,Interacción,Facebook,CVA Púrpura-Analytics-Anuncios-18-mar-2024-18-mar-2024.xlsx
24031804CVAESPEGENERHUEJ18-MAHYMINTFB CR Huejutla Orquesta,3834,7394,8563,0.026309,100.87,6,Especiales,Huejutla,Interacción,Facebook,CVA Púrpura-Analytics-Anuncios-18-mar-2024-18-mar-2024.xlsx
24031806CVAESPEGENERTEHU18-MAHYMINTFB CC Tehuetlán Unidad Deportiva,5895,10137,12802,0.042344,249.62,6,Especiales,Tehuetlán,Interacción,Facebook,CVA Púrpura-Analytics-Anuncios-18-mar-2024-18-mar-2024.xlsx
24031807CVAESPEGENERCHIM18-MAHYMINTFB CC Chimalpa Equipo Ejercicio,9534,13691,18027,0.035,333.69,6,Especiales,Chimalpa,Interacción,Facebook,CVA Púrpura-Analytics-Anuncios-18-mar-2024-18-mar-2024.xlsx
24031808CVAESPEGENERMOLA18-MAHYMINTFB CC Molango Cancha Santa Cruz,5311,7739,13882,0.055956,297.18,6,Especiales,Molango,Interacción,Facebook,CVA Púrpura-Analytics-Anuncios-18-mar-2024-18-mar-2024.xlsx
24040103CVAESPEGENERHUAU18-MAHYMTHRFB CR Huautla Unidad Deportiva V2,3232,3824,4390,0.071315,230.49,6,Especiales,Huautla,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-18-mar-2024-18-mar-2024.xlsx
24031804CVAESPEGENERHUEJ18-MAHYMTHRFB CR Huejutla Orquesta,1205,3362,3754,0.07683,92.58,6,Especiales,Huejutla,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-18-mar-2024-18-mar-2024.xlsx
24031805CVAESPEGENERCDSA18-MAHYMTHRFB CC Cd. Sahagún Cancha Cachibol,1564,2921,3121,0.066074,103.34,6,Especiales,Cd. Sahagún,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-18-mar-2024-18-mar-2024.xlsx
24031806CVAESPEGENERTEHU18-MAHYMTHRFB CC Tehuetlán Unidad Deportiva,3378,4249,4894,0.07066,238.69,6,Especiales,Tehuetlán,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-18-mar-2024-18-mar-2024.xlsx
24031807CVAESPEGENERCHIM18-MAHYMTHRFB CC Chimalpa Equipo Ejercicio,4753,6103,6904,0.068548,325.81,6,Especiales,Chimalpa,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-18-mar-2024-18-mar-2024.xlsx
24031808CVAESPEGENERMOLA18-MAHYMTHRFB CC Molango Cancha Santa Cruz,2741,4946,7696,0.105848,290.13,6,Especiales,Molango,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-18-mar-2024-18-mar-2024.xlsx
24031801CVAESPEGENERTEPE18-MAHYMTHRFB CR Tepehuácan Defender Familias,2882,3633,4816,0.088636,255.45,4,Especiales,Tepehuacán,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-20-mar-2024-20-mar-2024.xlsx
24040103CVAESPEGENERHUAU18-MAHYMTHRFB CR Huautla Unidad Deportiva V2,2969,3563,3990,0.075679,224.69,4,Especiales,Huautla,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-20-mar-2024-20-mar-2024.xlsx
24031804CVAESPEGENERHUEJ18-MAHYMTHRFB CR Huejutla Orquesta,1288,3917,4253,0.075637,97.42,4,Especiales,Huejutla,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-20-mar-2024-20-mar-2024.xlsx
24031805CVAESPEGENERCDSA18-MAHYMTHRFB CC Cd. Sahagún Cancha Cachibol,1457,2600,2730,0.069904,101.85,4,Especiales,Cd. Sahagún,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-20-mar-2024-20-mar-2024.xlsx
24031806CVAESPEGENERTEHU18-MAHYMTHRFB CC Tehuetlán Unidad Deportiva,3265,3732,4284,0.073299,239.32,4,Especiales,Tehuetlán,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-20-mar-2024-20-mar-2024.xlsx
24031807CVAESPEGENERCHIM18-MAHYMTHRFB CC Chimalpa Equipo Ejercicio,3980,4777,5152,0.072525,288.65,4,Especiales,Chimalpa,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-20-mar-2024-20-mar-2024.xlsx
24031808CVAESPEGENERMOLA18-MAHYMTHRFB CC Molango Cancha Santa Cruz,3587,3861,5110,0.084171,301.92,4,Especiales,Molango,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-20-mar-2024-20-mar-2024.xlsx
24031901CVAESPEGENERSFOR18-MAHYMTHRFB CC SanFelOri Presa,1677,3490,4166,0.076482,128.26,4,Especiales,San Felipe Orizatlán,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-20-mar-2024-20-mar-2024.xlsx
24031805CVAESPEGENERCDSA18-MAHYMTHRFB CC Cd. Sahagún Cancha Cachibol,2921,4294,4356,0.070353,205.5,4,Especiales,Cd. Sahagún,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-20-mar-2024-20-mar-2024.xlsx
24031806CVAESPEGENERTEHU18-MAHYMTHRFB CC Tehuetlán Unidad Deportiva,556,886,927,0.070288,39.08,4,Especiales,Tehuetlán,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-20-mar-2024-20-mar-2024.xlsx
24031805CVAESPEGENERCDSA18-MAHYMTHRFB CC Cd. Sahagún Cancha Cachibol,1025,1636,1680,0.076332,78.24,3,Especiales,Cd. Sahagún,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-21-mar-2024-21-mar-2024.xlsx
24031806CVAESPEGENERTEHU18-MAHYMTHRFB CC Tehuetlán Unidad Deportiva,39,114,125,0.075128,2.93,3,Especiales,Tehuetlán,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-21-mar-2024-21-mar-2024.xlsx
24031801CVAESPEGENERTEPE18-MAHYMTHRFB CR Tepehuácan Defender Familias,1319,1735,2018,0.084049,110.86,3,Especiales,Tepehuacán,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-21-mar-2024-21-mar-2024.xlsx
24040103CVAESPEGENERHUAU18-MAHYMTHRFB CR Huautla Unidad Deportiva V2,1587,1936,2144,0.079609,126.34,3,Especiales,Huautla,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-21-mar-2024-21-mar-2024.xlsx
24031804CVAESPEGENERHUEJ18-MAHYMTHRFB CR Huejutla Orquesta,438,1512,1589,0.075731,33.17,3,Especiales,Huejutla,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-21-mar-2024-21-mar-2024.xlsx
24031805CVAESPEGENERCDSA18-MAHYMTHRFB CC Cd. Sahagún Cancha Cachibol,682,1542,1621,0.07695,52.48,3,Especiales,Cd. Sahagún,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-21-mar-2024-21-mar-2024.xlsx
24031806CVAESPEGENERTEHU18-MAHYMTHRFB CC Tehuetlán Unidad Deportiva,1585,1980,2178,0.078252,124.03,3,Especiales,Tehuetlán,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-21-mar-2024-21-mar-2024.xlsx
24031807CVAESPEGENERCHIM18-MAHYMTHRFB CC Chimalpa Equipo Ejercicio,1833,2372,2508,0.078963,144.74,3,Especiales,Chimalpa,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-21-mar-2024-21-mar-2024.xlsx
24031808CVAESPEGENERMOLA18-MAHYMTHRFB CC Molango Cancha Santa Cruz,1730,1891,2372,0.086884,150.31,3,Especiales,Molango,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-21-mar-2024-21-mar-2024.xlsx
24031901CVAESPEGENERSFOR18-MAHYMTHRFB CC SanFelOri Presa,692,1462,1641,0.079986,55.35,3,Especiales,San Felipe Orizatlán,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-21-mar-2024-21-mar-2024.xlsx
24032001CVAESPEGENERHUEJ18-MAHYMTHRFB CC Huejutla Campo Béisbol,157,507,558,0.081529,12.8,3,Especiales,Huejutla,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-21-mar-2024-21-mar-2024.xlsx
24030501CVAESPEGENERPACH18-MAHYMTHRFB Anuncio Live Agua,9248,22380,26202,0.093017,860.22,7,Especiales,Pachuca,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-05-mar-2024-5-mar-2024.xlsx
24030601CVAESPEGENERHUAU18-MAHYMTHRFB Unidad Deportiva Huatla,4707,11510,13727,0.081876,385.39,5,Especiales,Huautla,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-06-mar-2024-6-mar-2024.xlsx
24030601CVAESPEGENERHUAU18-MAHYMTHRFB Unidad Deportiva Huatla,4884,11913,15244,0.086837,424.11,4,Especiales,Huautla,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-07-mar-2024-7-mar-2024.xlsx
24030702CVAESPEGENERJALT18-MAHYMTHRFB Unidad Rehabilitación,2521,9116,10919,0.099972,252.03,1,Especiales,Jaltocán,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-07-mar-2024-7-mar-2024.xlsx
24030702CVAESPEGENERJALT18-MAHYMTHRFB Unidad Rehabilitación,7108,10634,13064,0.074084,526.59,0,Especiales,Jaltocán,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-08-mar-2024-8-mar-2024.xlsx
24030802CVAESPEGENERHUEJ18-MAHYMTHRFB CR Huejutla Orquesta,4590,11601,14407,0.07334,336.63,1,Especiales,Huejutla,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-08-mar-2024-8-mar-2024.xlsx
24030802CVAESPEGENERHUEJ18-MAHYMTHRFB CR Huejutla Orquesta,6315,15570,18533,0.065881,416.04,0,Especiales,Huejutla,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-09-mar-2024-9-mar-2024.xlsx
24031002CVAESPEGENERHUAU18-MAHYMTHRFB CR Huautla Unidad Deportiva V2,2022,4952,5391,0.073185,147.98,1,Especiales,Huautla,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-10-mar-2024-10-mar-2024.xlsx
24031002CVAESPEGENERHUAU18-MAHYMTHRFB CR Huautla Unidad Deportiva V2,9371,12230,15395,0.06339,594.03,0,Especiales,Huautla,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-11-mar-2024-11-mar-2024.xlsx
24031301CVAESPEGENERCDSA18-MAHYMTHRFB CC Cd. Sahagún Cancha Cachibol,3468,8499,13485,0.184236,638.93,0,Especiales,Cd. Sahagún,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-13-mar-2024-13-mar-2024.xlsx
24031803CVAESPEGENERHUAU18-MAHYMINTFB CR Huautla Unidad Deportiva V2,1907,3800,4277,0.026744,51,10,Especiales,Huautla,Interacción,Facebook,CVA Púrpura-Analytics-Anuncios-01-abr-2024-1-abr-2024.xlsx
24040104CVAESPEGENERHUEJ18-MAHYMINTFB CR Huejutla Orquesta,2925,5730,6085,0.018024,52.72,10,Especiales,Huejutla,Interacción,Facebook,CVA Púrpura-Analytics-Anuncios-01-abr-2024-1-abr-2024.xlsx
24040101CVAESPEGENERSFOR18-MAHYMINTFB CC SanFelOri Presa,2493,4437,5641,0.032298,80.52,10,Especiales,San Felipe Orizatlán,Interacción,Facebook,CVA Púrpura-Analytics-Anuncios-01-abr-2024-1-abr-2024.xlsx
24040105CVAESPEGENERCDSA18-MAHYMTHRFB CC Cd. Sahagún Cancha Cachibol,1150,1923,1989,0.046,52.9,10,Especiales,Cd. Sahagún,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-01-abr-2024-1-abr-2024.xlsx
24040106CVAESPEGENERTEHU18-MAHYMTHRFB CC Tehuetlán Unidad Deportiva,925,1635,1709,0.062843,58.13,10,Especiales,Tehuetlán,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-01-abr-2024-1-abr-2024.xlsx
24040108CVAESPEGENERMOLA18-MAHYMTHRFB CC Molango Cancha Santa Cruz,969,1470,1611,0.061641,59.73,10,Especiales,Molango,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-01-abr-2024-1-abr-2024.xlsx
24040105CVAESPEGENERCDSA18-MAHYMINTFB CC Cd. Sahagún Cancha Cachibol,3615,6428,6824,0.016891,61.06,10,Especiales,Cd. Sahagún,Interacción,Facebook,CVA Púrpura-Analytics-Anuncios-01-abr-2024-1-abr-2024.xlsx
24040101CVAESPEGENERHUEJ18-MAHYMINTFB CC Huejutla Campo Béisbol,641,1153,1288,0.018268,11.71,10,Especiales,Huejutla,Interacción,Facebook,CVA Púrpura-Analytics-Anuncios-01-abr-2024-1-abr-2024.xlsx
24040101CVAESPEGENERHUEJ18-MAHYMTHRFB CC Huejutla Campo Béisbol,425,813,846,0.062188,26.43,10,Especiales,Huejutla,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-01-abr-2024-1-abr-2024.xlsx
24040107CVAESPEGENERCHIM18-MAHYMTHRFB CC Chimalpa Equipo Ejercicio,1052,1442,1472,0.053222,55.99,10,Especiales,Chimalpa,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-01-abr-2024-1-abr-2024.xlsx
24040107CVAESPEGENERCHIM18-MAHYMINTFB CC Chimalpa Equipo Ejercicio,2470,4256,4452,0.024372,60.2,10,Especiales,Chimalpa,Interacción,Facebook,CVA Púrpura-Analytics-Anuncios-01-abr-2024-1-abr-2024.xlsx
24031803CVAESPEGENERHUAU18-MAHYMTHRFB CR Huautla Unidad Deportiva V2,824,1393,1460,0.064818,53.41,10,Especiales,Huautla,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-01-abr-2024-1-abr-2024.xlsx
24040101CVAESPEGENERSFOR18-MAHYMTHRFB CC SanFelOri Presa,1210,2228,2499,0.065298,79.01,10,Especiales,San Felipe Orizatlán,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-01-abr-2024-1-abr-2024.xlsx
24040108CVAESPEGENERMOLA18-MAHYMINTFB CC Molango Cancha Santa Cruz,1906,3511,4243,0.032015,61.02,10,Especiales,Molango,Interacción,Facebook,CVA Púrpura-Analytics-Anuncios-01-abr-2024-1-abr-2024.xlsx
24040104CVAESPEGENERHUEJ18-MAHYMTHRFB CR Huejutla Orquesta,500,1754,1835,0.06914,34.57,10,Especiales,Huejutla,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-01-abr-2024-1-abr-2024.xlsx
24031806CVAESPEGENERTEHU18-MAHYMINTFB CC Tehuetlán Unidad Deportiva,2155,4595,4992,0.026548,57.21,10,Especiales,Tehuetlán,Interacción,Facebook,CVA Púrpura-Analytics-Anuncios-01-abr-2024-1-abr-2024.xlsx
24040101CVAESPEGENERHUEJ18-MAHYMTHRFB CC Huejutla Campo Béisbol,1339,2675,3144,0.067446,90.31,9,Especiales,Huejutla,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-02-abr-2024-2-abr-2024.xlsx
24040107CVAESPEGENERCHIM18-MAHYMTHRFB CC Chimalpa Equipo Ejercicio,2715,3089,3599,0.060166,163.35,9,Especiales,Chimalpa,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-02-abr-2024-2-abr-2024.xlsx
24031803CVAESPEGENERHUAU18-MAHYMINTFB CR Huautla Unidad Deportiva V2,5584,10839,13796,0.032357,180.68,9,Especiales,Huautla,Interacción,Facebook,CVA Púrpura-Analytics-Anuncios-02-abr-2024-2-abr-2024.xlsx
24040104CVAESPEGENERHUEJ18-MAHYMINTFB CR Huejutla Orquesta,5888,12039,13848,0.021817,128.46,9,Especiales,Huejutla,Interacción,Facebook,CVA Púrpura-Analytics-Anuncios-02-abr-2024-2-abr-2024.xlsx
24040107CVAESPEGENERCHIM18-MAHYMINTFB CC Chimalpa Equipo Ejercicio,7162,12504,14430,0.023218,166.29,9,Especiales,Chimalpa,Interacción,Facebook,CVA Púrpura-Analytics-Anuncios-02-abr-2024-2-abr-2024.xlsx
24040101CVAESPEGENERSFOR18-MAHYMINTFB CC SanFelOri Presa,4469,8290,11672,0.037666,168.33,9,Especiales,San Felipe Orizatlán,Interacción,Facebook,CVA Púrpura-Analytics-Anuncios-02-abr-2024-2-abr-2024.xlsx
24031803CVAESPEGENERHUAU18-MAHYMTHRFB CR Huautla Unidad Deportiva V2,2730,3091,3746,0.063564,173.53,9,Especiales,Huautla,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-02-abr-2024-2-abr-2024.xlsx
24040101CVAESPEGENERSFOR18-MAHYMTHRFB CC SanFelOri Presa,2326,2855,3628,0.073504,170.97,9,Especiales,San Felipe Orizatlán,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-02-abr-2024-2-abr-2024.xlsx
24040108CVAESPEGENERMOLA18-MAHYMINTFB CC Molango Cancha Santa Cruz,4446,7758,11246,0.041296,183.6,9,Especiales,Molango,Interacción,Facebook,CVA Púrpura-Analytics-Anuncios-02-abr-2024-2-abr-2024.xlsx
24040104CVAESPEGENERHUEJ18-MAHYMTHRFB CR Huejutla Orquesta,1219,3395,3814,0.067949,82.83,9,Especiales,Huejutla,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-02-abr-2024-2-abr-2024.xlsx
24040105CVAESPEGENERCDSA18-MAHYMTHRFB CC Cd. Sahagún Cancha Cachibol,2475,3947,4463,0.058416,144.58,9,Especiales,Cd. Sahagún,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-02-abr-2024-2-abr-2024.xlsx
24040106CVAESPEGENERTEHU18-MAHYMTHRFB CC Tehuetlán Unidad Deportiva,2547,3217,3872,0.0651,165.81,9,Especiales,Tehuetlán,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-02-abr-2024-2-abr-2024.xlsx
24040108CVAESPEGENERMOLA18-MAHYMTHRFB CC Molango Cancha Santa Cruz,2126,2544,3509,0.085837,182.49,9,Especiales,Molango,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-02-abr-2024-2-abr-2024.xlsx
24040105CVAESPEGENERCDSA18-MAHYMINTFB CC Cd. Sahagún Cancha Cachibol,7753,14115,16413,0.019204,148.89,9,Especiales,Cd. Sahagún,Interacción,Facebook,CVA Púrpura-Analytics-Anuncios-02-abr-2024-2-abr-2024.xlsx
24031806CVAESPEGENERTEHU18-MAHYMINTFB CC Tehuetlán Unidad Deportiva,4884,9751,11412,0.033532,163.77,9,Especiales,Tehuetlán,Interacción,Facebook,CVA Púrpura-Analytics-Anuncios-02-abr-2024-2-abr-2024.xlsx
24040101CVAESPEGENERHUEJ18-MAHYMINTFB CC Huejutla Campo Béisbol,1998,3742,4344,0.021817,43.59,9,Especiales,Huejutla,Interacción,Facebook,CVA Púrpura-Analytics-Anuncios-02-abr-2024-2-abr-2024.xlsx
24040101CVAESPEGENERHUEJ18-MAHYMTHRFB CC Huejutla Campo Béisbol,1819,3141,3661,0.068219,124.09,8,Especiales,Huejutla,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-03-abr-2024-3-abr-2024.xlsx
24040107CVAESPEGENERCHIM18-MAHYMTHRFB CC Chimalpa Equipo Ejercicio,2615,3108,3608,0.062688,163.93,8,Especiales,Chimalpa,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-03-abr-2024-3-abr-2024.xlsx
24040104CVAESPEGENERHUEJ18-MAHYMINTFB CR Huejutla Orquesta,3929,8707,10133,0.024444,96.04,8,Especiales,Huejutla,Interacción,Facebook,CVA Púrpura-Analytics-Anuncios-03-abr-2024-3-abr-2024.xlsx
24040107CVAESPEGENERCHIM18-MAHYMINTFB CC Chimalpa Equipo Ejercicio,6175,12105,14175,0.026478,163.5,8,Especiales,Chimalpa,Interacción,Facebook,CVA Púrpura-Analytics-Anuncios-03-abr-2024-3-abr-2024.xlsx
24040101CVAESPEGENERSFOR18-MAHYMINTFB CC SanFelOri Presa,3292,6620,8882,0.045255,148.98,8,Especiales,San Felipe Orizatlán,Interacción,Facebook,CVA Púrpura-Analytics-Anuncios-03-abr-2024-3-abr-2024.xlsx
24031803CVAESPEGENERHUAU18-MAHYMTHRFB CR Huautla Unidad Deportiva V2,2374,2758,3362,0.066723,158.4,8,Especiales,Huautla,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-03-abr-2024-3-abr-2024.xlsx
24040101CVAESPEGENERSFOR18-MAHYMTHRFB CC SanFelOri Presa,2019,2356,3041,0.073427,148.25,8,Especiales,San Felipe Orizatlán,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-03-abr-2024-3-abr-2024.xlsx
24040108CVAESPEGENERMOLA18-MAHYMINTFB CC Molango Cancha Santa Cruz,3339,6490,8803,0.04832,161.34,8,Especiales,Molango,Interacción,Facebook,CVA Púrpura-Analytics-Anuncios-03-abr-2024-3-abr-2024.xlsx
24040104CVAESPEGENERHUEJ18-MAHYMTHRFB CR Huejutla Orquesta,554,1561,1730,0.072274,40.04,8,Especiales,Huejutla,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-03-abr-2024-3-abr-2024.xlsx
24040105CVAESPEGENERCDSA18-MAHYMTHRFB CC Cd. Sahagún Cancha Cachibol,2721,4161,4702,0.061125,166.32,8,Especiales,Cd. Sahagún,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-03-abr-2024-3-abr-2024.xlsx
24040106CVAESPEGENERTEHU18-MAHYMTHRFB CC Tehuetlán Unidad Deportiva,2425,3025,3763,0.068792,166.82,8,Especiales,Tehuetlán,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-03-abr-2024-3-abr-2024.xlsx
24040108CVAESPEGENERMOLA18-MAHYMTHRFB CC Molango Cancha Santa Cruz,2050,2469,3286,0.078956,161.86,8,Especiales,Molango,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-03-abr-2024-3-abr-2024.xlsx
24040105CVAESPEGENERCDSA18-MAHYMINTFB CC Cd. Sahagún Cancha Cachibol,6881,15058,16729,0.022819,157.02,8,Especiales,Cd. Sahagún,Interacción,Facebook,CVA Púrpura-Analytics-Anuncios-03-abr-2024-3-abr-2024.xlsx
24031806CVAESPEGENERTEHU18-MAHYMINTFB CC Tehuetlán Unidad Deportiva,4177,8430,10072,0.039971,166.96,8,Especiales,Tehuetlán,Interacción,Facebook,CVA Púrpura-Analytics-Anuncios-03-abr-2024-3-abr-2024.xlsx
24040101CVAESPEGENERHUEJ18-MAHYMINTFB CC Huejutla Campo Béisbol,2244,4988,5629,0.025463,57.14,8,Especiales,Huejutla,Interacción,Facebook,CVA Púrpura-Analytics-Anuncios-03-abr-2024-3-abr-2024.xlsx
24032701CVAESPEGENERALMO18-MAHYMTHRFB CC Almoloya Equipo Ejercicio,1314,1866,2014,0.060708,79.77,8,Especiales,Almoloya,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-03-abr-2024-3-abr-2024.xlsx
24032701CVAESPEGENERALMO18-MAHYMINTFB CC Almoloya Equipo Ejercicio,3534,6134,6761,0.026242,92.74,8,Especiales,Almoloya,Interacción,Facebook,CVA Púrpura-Analytics-Anuncios-03-abr-2024-3-abr-2024.xlsx
24032801CVAESPEGENERJALT18-MAHYMINTFB CC Jaltocán Viviendas Drenaje,2079,4300,4668,0.036008,74.86,8,Especiales,Jaltocán,Interacción,Facebook,CVA Púrpura-Analytics-Anuncios-03-abr-2024-3-abr-2024.xlsx
24032801CVAESPEGENERJALT18-MAHYMTHRFB CC Jaltocán Viviendas Drenaje,1004,1736,1829,0.063078,63.33,8,Especiales,Jaltocán,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-03-abr-2024-3-abr-2024.xlsx
24031803CVAESPEGENERHUAU18-MAHYMINTFB CR Huautla Unidad Deportiva V2,4200,9099,11041,0.037576,157.82,8,Especiales,Huautla,Interacción,Facebook,CVA Púrpura-Analytics-Anuncios-03-abr-2024-3-abr-2024.xlsx
24040107CVAESPEGENERCHIM18-MAHYMTHRFB CC Chimalpa Equipo Ejercicio,2478,2626,3134,0.061364,152.06,7,Especiales,Chimalpa,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-04-abr-2024-4-abr-2024.xlsx
24040108CVAESPEGENERMOLA18-MAHYMINTFB CC Molango Cancha Santa Cruz,3252,5564,6720,0.045833,149.05,7,Especiales,Molango,Interacción,Facebook,CVA Púrpura-Analytics-Anuncios-04-abr-2024-4-abr-2024.xlsx
24040105CVAESPEGENERCDSA18-MAHYMTHRFB CC Cd. Sahagún Cancha Cachibol,2585,3303,3683,0.059509,153.83,7,Especiales,Cd. Sahagún,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-04-abr-2024-4-abr-2024.xlsx
24040108CVAESPEGENERMOLA18-MAHYMTHRFB CC Molango Cancha Santa Cruz,2196,2223,2868,0.067632,148.52,7,Especiales,Molango,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-04-abr-2024-4-abr-2024.xlsx
24032701CVAESPEGENERALMO18-MAHYMINTFB CC Almoloya Equipo Ejercicio,9677,16219,21374,0.02479,239.89,7,Especiales,Almoloya,Interacción,Facebook,CVA Púrpura-Analytics-Anuncios-04-abr-2024-4-abr-2024.xlsx
24040101CVAESPEGENERHUEJ18-MAHYMTHRFB CC Huejutla Campo Béisbol,1748,2855,3177,0.066579,116.38,7,Especiales,Huejutla,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-04-abr-2024-4-abr-2024.xlsx
24031803CVAESPEGENERHUAU18-MAHYMINTFB CR Huautla Unidad Deportiva V2,3736,6402,7399,0.041676,155.7,7,Especiales,Huautla,Interacción,Facebook,CVA Púrpura-Analytics-Anuncios-04-abr-2024-4-abr-2024.xlsx
24040104CVAESPEGENERHUEJ18-MAHYMINTFB CR Huejutla Orquesta,3427,7803,8371,0.026113,89.49,7,Especiales,Huejutla,Interacción,Facebook,CVA Púrpura-Analytics-Anuncios-04-abr-2024-4-abr-2024.xlsx
24040107CVAESPEGENERCHIM18-MAHYMINTFB CC Chimalpa Equipo Ejercicio,5595,9633,10675,0.027405,153.33,7,Especiales,Chimalpa,Interacción,Facebook,CVA Púrpura-Analytics-Anuncios-04-abr-2024-4-abr-2024.xlsx
24040101CVAESPEGENERSFOR18-MAHYMINTFB CC SanFelOri Presa,3135,5870,7084,0.04585,143.74,7,Especiales,San Felipe Orizatlán,Interacción,Facebook,CVA Púrpura-Analytics-Anuncios-04-abr-2024-4-abr-2024.xlsx
24031803CVAESPEGENERHUAU18-MAHYMTHRFB CR Huautla Unidad Deportiva V2,2453,2555,3206,0.065157,159.83,7,Especiales,Huautla,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-04-abr-2024-4-abr-2024.xlsx
24040101CVAESPEGENERSFOR18-MAHYMTHRFB CC SanFelOri Presa,2104,2129,2717,0.067419,141.85,7,Especiales,San Felipe Orizatlán,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-04-abr-2024-4-abr-2024.xlsx
